id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_EA,score_ChatGPT_EA
262,38,1244,"Nestle's (NSRGF) decision to increase the frequency of checks was unlikely to disrupt global coffee supply chains, a spokesperson said. ""This is not a new process, we are just reinforcing controls,"" the spokesperson told CNN Business. Tests were done before the coffee was shipped from the countries of origin.","Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, werde die globalen Kaffee-Lieferketten voraussichtlich nicht nachhaltig beeinträchtigen, sagte ein Sprecher. „Es handelt sich nicht um eine Neuerung, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Vor der Verschiffung des Kaffees aus den Ursprungsländern wurden Tests durchgeführt.",eTranslation.737,"Nestles (NSRGF) Entscheidung, die Häufigkeit der Kontrollen zu erhöhen, sei unwahrscheinlich, die globalen Kaffeelieferketten zu stören, sagte ein Sprecher. „Dies ist kein neuer Prozess, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Tests wurden durchgeführt, bevor der Kaffee aus den Herkunftsländern versandt wurde.",-2.333333,-19,0
263,38,1244,"Nestle's (NSRGF) decision to increase the frequency of checks was unlikely to disrupt global coffee supply chains, a spokesperson said. ""This is not a new process, we are just reinforcing controls,"" the spokesperson told CNN Business. Tests were done before the coffee was shipped from the countries of origin.","Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, werde die globalen Kaffee-Lieferketten voraussichtlich nicht nachhaltig beeinträchtigen, sagte ein Sprecher. „Es handelt sich nicht um eine Neuerung, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Vor der Verschiffung des Kaffees aus den Ursprungsländern wurden Tests durchgeführt.",Tencent_Translation.1520,"Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, sei unwahrscheinlich, die globalen Kaffee-Lieferketten zu stören, sagte ein Sprecher. „Dies ist kein neuer Prozess, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Tests wurden durchgeführt, bevor der Kaffee aus den Herkunftsländern verschifft wurde.",-4.666667,-19,0
264,38,1244,"Nestle's (NSRGF) decision to increase the frequency of checks was unlikely to disrupt global coffee supply chains, a spokesperson said. ""This is not a new process, we are just reinforcing controls,"" the spokesperson told CNN Business. Tests were done before the coffee was shipped from the countries of origin.","Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, werde die globalen Kaffee-Lieferketten voraussichtlich nicht nachhaltig beeinträchtigen, sagte ein Sprecher. „Es handelt sich nicht um eine Neuerung, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Vor der Verschiffung des Kaffees aus den Ursprungsländern wurden Tests durchgeführt.",Huoshan_Translate.832,"Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, dürfte die globalen Kaffeelieferketten nicht stören, sagte ein Sprecher. „Dies ist kein neuer Prozess, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Tests wurden durchgeführt, bevor der Kaffee aus den Herkunftsländern verschifft wurde.",-1.0,-15,-2
265,38,1244,"Nestle's (NSRGF) decision to increase the frequency of checks was unlikely to disrupt global coffee supply chains, a spokesperson said. ""This is not a new process, we are just reinforcing controls,"" the spokesperson told CNN Business. Tests were done before the coffee was shipped from the countries of origin.","Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, werde die globalen Kaffee-Lieferketten voraussichtlich nicht nachhaltig beeinträchtigen, sagte ein Sprecher. „Es handelt sich nicht um eine Neuerung, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Vor der Verschiffung des Kaffees aus den Ursprungsländern wurden Tests durchgeführt.",Online-B.1590,"Die Entscheidung von Nestle (NSRGF), die Häufigkeit von Kontrollen zu erhöhen, dürfte die globalen Lieferketten für Kaffee nicht stören, sagte ein Sprecher. ""Dies ist kein neuer Prozess, wir verstärken lediglich die Kontrollen"", sagte der Sprecher gegenüber CNN Business. Tests wurden durchgeführt, bevor der Kaffee aus den Herkunftsländern verschickt wurde.",-1.866667,-15,0
266,38,1244,"Nestle's (NSRGF) decision to increase the frequency of checks was unlikely to disrupt global coffee supply chains, a spokesperson said. ""This is not a new process, we are just reinforcing controls,"" the spokesperson told CNN Business. Tests were done before the coffee was shipped from the countries of origin.","Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, werde die globalen Kaffee-Lieferketten voraussichtlich nicht nachhaltig beeinträchtigen, sagte ein Sprecher. „Es handelt sich nicht um eine Neuerung, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Vor der Verschiffung des Kaffees aus den Ursprungsländern wurden Tests durchgeführt.",Online-A.1574,"Nestles Entscheidung (NSRGF), die Häufigkeit von Kontrollen zu erhöhen, werde die globalen Kaffeelieferketten wahrscheinlich nicht stören, sagte ein Sprecher. ""Dies ist kein neuer Prozess, wir verstärken lediglich die Kontrollen"", sagte der Sprecher gegenüber CNN Business. Tests wurden durchgeführt, bevor der Kaffee aus den Herkunftsländern versendet wurde.",-3.866667,-14,-2
267,39,1252,"Earlier this year, a jury ordered Bayer to pay a California couple $2 billion in damages after they claimed that Roundup, used on their property for more than three decades, had given them both Non-Hodgkin lymphoma within four years of one other. Bayer is contesting the verdict.","Anfang dieses Jahres verurteilte eine Jury die Firma Bayer zur Zahlung von 2 Milliarden US-Dollar Schadenersatz an ein kalifornisches Ehepaar, nachdem dieses behauptet hatte, dass sie durch Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wurde, innerhalb von vier Jahren beide am Non-Hodgkin-Lymphom erkrankt waren. Bayer ficht das Urteil an.",Tohoku-AIP-NTT.890,"Anfang dieses Jahres verurteilte eine Jury Bayer, einem kalifornischen Ehepaar 2 Milliarden Dollar Schadenersatz zu zahlen, nachdem sie behauptet hatten, dass Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wird, ihnen beide Non-Hodgkin-Lymphome innerhalb von vier Jahren nacheinander gegeben habe. Bayer ficht das Urteil an.",-5.333333,-15,-12
268,39,1252,"Earlier this year, a jury ordered Bayer to pay a California couple $2 billion in damages after they claimed that Roundup, used on their property for more than three decades, had given them both Non-Hodgkin lymphoma within four years of one other. Bayer is contesting the verdict.","Anfang dieses Jahres verurteilte eine Jury die Firma Bayer zur Zahlung von 2 Milliarden US-Dollar Schadenersatz an ein kalifornisches Ehepaar, nachdem dieses behauptet hatte, dass sie durch Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wurde, innerhalb von vier Jahren beide am Non-Hodgkin-Lymphom erkrankt waren. Bayer ficht das Urteil an.",OPPO.1535,"Anfang des Jahres ordnete eine Jury Bayer an, einem kalifornischen Ehepaar 2 Milliarden Dollar Schadensersatz zu zahlen, nachdem sie behauptet hatten, dass Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wird, ihnen beiden Non-Hodgkin-Lymphom innerhalb von vier Jahren gegeben habe. Bayer bestreitet das Urteil.",-5.333333,-14,-13
269,39,1252,"Earlier this year, a jury ordered Bayer to pay a California couple $2 billion in damages after they claimed that Roundup, used on their property for more than three decades, had given them both Non-Hodgkin lymphoma within four years of one other. Bayer is contesting the verdict.","Anfang dieses Jahres verurteilte eine Jury die Firma Bayer zur Zahlung von 2 Milliarden US-Dollar Schadenersatz an ein kalifornisches Ehepaar, nachdem dieses behauptet hatte, dass sie durch Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wurde, innerhalb von vier Jahren beide am Non-Hodgkin-Lymphom erkrankt waren. Bayer ficht das Urteil an.",eTranslation.737,"Anfang dieses Jahres ordnete eine Jury an, dass Bayer einem kalifornischen Paar 2 Milliarden Dollar Schadenersatz zahlen muss, nachdem sie behauptet hatten, Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wird, habe ihnen beide Non-Hodgkin-Lymphom innerhalb von vier Jahren nacheinander gegeben. Bayer bestreitet das Urteil.",-6.0,-14,-14
270,39,1252,"Earlier this year, a jury ordered Bayer to pay a California couple $2 billion in damages after they claimed that Roundup, used on their property for more than three decades, had given them both Non-Hodgkin lymphoma within four years of one other. Bayer is contesting the verdict.","Anfang dieses Jahres verurteilte eine Jury die Firma Bayer zur Zahlung von 2 Milliarden US-Dollar Schadenersatz an ein kalifornisches Ehepaar, nachdem dieses behauptet hatte, dass sie durch Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wurde, innerhalb von vier Jahren beide am Non-Hodgkin-Lymphom erkrankt waren. Bayer ficht das Urteil an.",Tencent_Translation.1520,"Anfang dieses Jahres ordnete eine Jury Bayer an, einem kalifornischen Paar 2 Milliarden Dollar Schadenersatz zu zahlen, nachdem sie behauptet hatten, dass Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wird, ihnen beide Non-Hodgkin-Lymphome innerhalb von vier Jahren nach dem anderen gegeben habe. Bayer bestreitet das Urteil.",-12.333333,-14,-12
271,39,1252,"Earlier this year, a jury ordered Bayer to pay a California couple $2 billion in damages after they claimed that Roundup, used on their property for more than three decades, had given them both Non-Hodgkin lymphoma within four years of one other. Bayer is contesting the verdict.","Anfang dieses Jahres verurteilte eine Jury die Firma Bayer zur Zahlung von 2 Milliarden US-Dollar Schadenersatz an ein kalifornisches Ehepaar, nachdem dieses behauptet hatte, dass sie durch Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wurde, innerhalb von vier Jahren beide am Non-Hodgkin-Lymphom erkrankt waren. Bayer ficht das Urteil an.",Huoshan_Translate.832,"Anfang dieses Jahres wies eine Jury Bayer an, einem kalifornischen Ehepaar 2 Milliarden Dollar Schadenersatz zu zahlen, nachdem sie behauptet hatten, dass Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wird, ihnen innerhalb von vier Jahren ein Non-Hodgkin-Lymphom gegeben habe. Bayer bestreitet das Urteil.",-7.666667,-15,-13
272,39,1252,"Earlier this year, a jury ordered Bayer to pay a California couple $2 billion in damages after they claimed that Roundup, used on their property for more than three decades, had given them both Non-Hodgkin lymphoma within four years of one other. Bayer is contesting the verdict.","Anfang dieses Jahres verurteilte eine Jury die Firma Bayer zur Zahlung von 2 Milliarden US-Dollar Schadenersatz an ein kalifornisches Ehepaar, nachdem dieses behauptet hatte, dass sie durch Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wurde, innerhalb von vier Jahren beide am Non-Hodgkin-Lymphom erkrankt waren. Bayer ficht das Urteil an.",Online-B.1590,"Anfang dieses Jahres hatte eine Jury Bayer angewiesen, einem kalifornischen Ehepaar Schadensersatz in Höhe von 2 Milliarden US-Dollar zu zahlen, nachdem sie behauptet hatten, Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wird, habe beiden innerhalb von vier Jahren ein Non-Hodgkin-Lymphom zugefügt. Bayer bestreitet das Urteil.",-5.333333,-14,-13
273,39,1252,"Earlier this year, a jury ordered Bayer to pay a California couple $2 billion in damages after they claimed that Roundup, used on their property for more than three decades, had given them both Non-Hodgkin lymphoma within four years of one other. Bayer is contesting the verdict.","Anfang dieses Jahres verurteilte eine Jury die Firma Bayer zur Zahlung von 2 Milliarden US-Dollar Schadenersatz an ein kalifornisches Ehepaar, nachdem dieses behauptet hatte, dass sie durch Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wurde, innerhalb von vier Jahren beide am Non-Hodgkin-Lymphom erkrankt waren. Bayer ficht das Urteil an.",Online-A.1574,"Anfang des Jahres ordnete eine Jury an, dass Bayer einem kalifornischen Ehepaar 2 Milliarden Dollar Schadenersatz zahlen muss, nachdem sie behauptet hatten, dass Roundup, das seit mehr als drei Jahrzehnten auf ihrem Grundstück verwendet wird, ihnen beide Non-Hodgkin-Lymphom innerhalb von vier Jahren nacheinander gegeben habe. Bayer bestreitet das Urteil.",-5.666667,-14,-12
274,40,1304,"Other top party members fled into exile during a late 2017 crackdown on all opposition to Hun Sen, which included the arrest of the party's co-founder, Kem Sokha. He was charged with treason, based on his links to a U.S. pro-democracy organization, and is under strict house arrest.","Weitere hochrangige Mitglieder seiner Partei flohen Ende 2017 ins Exil, nachdem hart gegen die Opposition von Hun Sen vorgegangen war, inklusive der Verhaftung des Mitgründers der Partei, Kem Sokha. Er wurde aufgrund seiner Verbindungen mit einer Pro-Demokratie-Organisation der USA des Hochverrats beschuldigt und steht unter striktem Hausarrest.",Tohoku-AIP-NTT.890,"Andere führende Parteimitglieder flohen Ende 2017 während der Niederschlagung aller Opposition gegen Hun Sen ins Exil, wozu auch die Verhaftung des Mitbegründers der Partei, Kem Sokha, gehörte. Er wurde aufgrund seiner Verbindungen zu einer US-amerikanischen prodemokratischen Organisation wegen Verrats angeklagt und steht unter strengem Hausarrest.",-1.333333,-15,0
275,40,1304,"Other top party members fled into exile during a late 2017 crackdown on all opposition to Hun Sen, which included the arrest of the party's co-founder, Kem Sokha. He was charged with treason, based on his links to a U.S. pro-democracy organization, and is under strict house arrest.","Weitere hochrangige Mitglieder seiner Partei flohen Ende 2017 ins Exil, nachdem hart gegen die Opposition von Hun Sen vorgegangen war, inklusive der Verhaftung des Mitgründers der Partei, Kem Sokha. Er wurde aufgrund seiner Verbindungen mit einer Pro-Demokratie-Organisation der USA des Hochverrats beschuldigt und steht unter striktem Hausarrest.",OPPO.1535,"Andere Spitzenparteimitglieder flohen Ende 2017 während einer Niederschlagung aller Opposition gegen Hun Sen ins Exil, einschließlich der Verhaftung des Mitbegründers der Partei, Kem Sokha. Er wurde wegen Hochverrats angeklagt, basierend auf seinen Verbindungen zu einer pro-demokratischen Organisation in den USA, und steht unter striktem Hausarrest.",-0.666667,-15,-2
